name;id;interface;owner;cmd;state
SBS1#NOSUB-OTA.QEF;113241677;undefined;system;4852839;{viewstate,[{<<"width">>,378},{<<"height">>,100},{<<"y">>,0},{<<"x">>,0}],[[{<<"name">>,<<"W_ERRORTIME_1">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"W_MESSAGE_2">>},{<<"width">>,79},{<<"hidden">>,false}],[{<<"name">>,<<"W_BDID_3">>},{<<"width">>,61},{<<"hidden">>,false}],[{<<"name">>,<<"BD_MSISDN_A_4">>},{<<"width">>,91},{<<"hidden">>,false}]]}
SBS0#WARNING-QC-RECENT.QEF;88021672;undefined;system;72956674;{viewstate,[{<<"width">>,424},{<<"height">>,100},{<<"y">>,0},{<<"x">>,0}],[[{<<"name">>,<<"AAAT_ABOSTARTDATE_1">>},{<<"width">>,127},{<<"hidden">>,false}],[{<<"name">>,<<"AAAT_MSISDN_2">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"AAAT_ABOSTARTNOTSTATE_3">>},{<<"width">>,151},{<<"hidden">>,false}]]}
SBS1#BDETAIL4.QEF;80260727;undefined;system;55055961;{viewstate,[{<<"width">>,1745},{<<"height">>,100},{<<"y">>,0},{<<"x">>,0}],[[{<<"name">>,<<"BD_ID_1">>},{<<"width">>,55},{<<"hidden">>,false}],[{<<"name">>,<<"BD_SRCTYPE_2">>},{<<"width">>,85},{<<"hidden">>,false}],[{<<"name">>,<<"BD_DEMO_3">>},{<<"width">>,67},{<<"hidden">>,false}],[{<<"name">>,<<"BD_BIHID_4">>},{<<"width">>,73},{<<"hidden">>,false}],[{<<"name">>,<<"BD_MAPSID_5">>},{<<"width">>,79},{<<"hidden">>,false}],[{<<"name">>,<<"BD_BIRECNO_6">>},{<<"width">>,85},{<<"hidden">>,false}],[{<<"name">>,<<"BD_BOHID1_7">>},{<<"width">>,79},{<<"hidden">>,false}],[{<<"name">>,<<"BD_PACSID1_8">>},{<<"width">>,85},{<<"hidden">>,false}],[{<<"name">>,<<"BD_BORECNO1_9">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"BD_BOHID2_10">>},{<<"width">>,79},{<<"hidden">>,false}],[{<<"name">>,<<"BD_PACSID2_11">>},{<<"width">>,85},{<<"hidden">>,false}],[{<<"name">>,<<"BD_BORECNO2_12">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"BD_BOHID3_13">>},{<<"width">>,79},{<<"hidden">>,false}],[{<<"name">>,<<"BD_PACSID3_14">>},{<<"width">>,85},{<<"hidden">>,false}],[{<<"name">>,<<"BD_BORECNO3_15">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"BD_DATETIME_16">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"BD_CDRTID_17">>},{<<"width">>,79},{<<"hidden">>,false}],[{<<"name">>,<<"BD_MSISDN_A_18">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"BD_MSISDN_B_19">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"BD_IMSI_20">>},{<<"width">>,67},{<<"hidden">>,false}],[{<<"name">>,<<"BD_IMEI_21">>},{<<"width">>,67},{<<"hidden">>,false}],[{<<"name">>,<<"BD_EXID_22">>},{<<"width">>,67},{<<"hidden">>,false}],[{<<"name">>,<<"BD_MSCID_23">>},{<<"width">>,73},{<<"hidden">>,false}],[{<<"name">>,<<"BD_SMSCID_24">>},{<<"width">>,79},{<<"hidden">>,false}],[{<<"name">>,<<"BD_ROUTE_25">>},{<<"width">>,73},{<<"hidden">>,false}],[{<<"name">>,<<"BD_CELL_26">>},{<<"width">>,67},{<<"hidden">>,false}],[{<<"name">>,<<"BD_TSC_27">>},{<<"width">>,61},{<<"hidden">>,false}],[{<<"name">>,<<"BD_SCA_28">>},{<<"width">>,61},{<<"hidden">>,false}],[{<<"name">>,<<"BD_POWER_29">>},{<<"width">>,73},{<<"hidden">>,false}],[{<<"name">>,<<"BD_SUBTYPE_30">>},{<<"width">>,85},{<<"hidden">>,false}],[{<<"name">>,<<"BD_PREPAID_31">>},{<<"width">>,85},{<<"hidden">>,false}],[{<<"name">>,<<"BD_ZNID_32">>},{<<"width">>,67},{<<"hidden">>,false}],[{<<"name">>,<<"BD_TOCID_33">>},{<<"width">>,73},{<<"hidden">>,false}],[{<<"name">>,<<"BD_SHORTID_34">>},{<<"width">>,85},{<<"hidden">>,false}],[{<<"name">>,<<"BD_AMOUNTCU_35">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"BD_RETSHAREMO_36">>},{<<"width">>,103},{<<"hidden">>,false}],[{<<"name">>,<<"BD_RETSHAREPV_37">>},{<<"width">>,103},{<<"hidden">>,false}],[{<<"name">>,<<"BD_CONID_38">>},{<<"width">>,73},{<<"hidden">>,false}],[{<<"name">>,<<"BD_ERRID_39">>},{<<"width">>,73},{<<"hidden">>,false}],[{<<"name">>,<<"BD_BILLED_40">>},{<<"width">>,79},{<<"hidden">>,false}],[{<<"name">>,<<"BD_RATED_41">>},{<<"width">>,73},{<<"hidden">>,false}],[{<<"name">>,<<"BD_PACIDHB_42">>},{<<"width">>,85},{<<"hidden">>,false}],[{<<"name">>,<<"BD_OUTPUTHB_43">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"BD_TARID_44">>},{<<"width">>,73},{<<"hidden">>,false}],[{<<"name">>,<<"BD_PMVID_45">>},{<<"width">>,73},{<<"hidden">>,false}],[{<<"name">>,<<"BD_ORIGSUBMITTIME_46">>},{<<"width">>,127},{<<"hidden">>,false}],[{<<"name">>,<<"BD_VSPRCID_47">>},{<<"width">>,85},{<<"hidden">>,false}]]}
SBS1#BIH-RECENT-M2M.QEF;110675869;undefined;system;114323004;{viewstate,[{<<"width">>,1244},{<<"height">>,535},{<<"y">>,229},{<<"x">>,373}],[[{<<"name">>,<<"BIH_ID_1">>},{<<"width">>,84},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_SRCTYPE_2">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_FILESEQ_3">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_DATETIME_4">>},{<<"width">>,159.6},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_FILENAME_5">>},{<<"width">>,554.4},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_RECCOUNT_6">>},{<<"width">>,97},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_ESID_7">>},{<<"width">>,73},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_DATEFC_8">>},{<<"width">>,159.6},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_DATELC_9">>},{<<"width">>,159.6},{<<"hidden">>,false}],[{<<"name">>,<<"Speed_10">>},{<<"width">>,344.4},{<<"hidden">>,false}],[{<<"name">>,<<"Delay_11">>},{<<"width">>,344.4},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_HIHID_12">>},{<<"width">>,84},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_REVASID_13">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_DATEANALYZED_14">>},{<<"width">>,121},{<<"hidden">>,false}]]}
SBS1#ENPLASYNC-STATS-BLOCKT.QEF;21528267;undefined;system;74980931;{viewstate,[{<<"width">>,1334},{<<"height">>,589},{<<"y">>,0},{<<"x">>,0}],[[{<<"name">>,<<"ENPLASS_KEY_1">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLASS_ENPLAID_2">>},{<<"width">>,115},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLASS_INSYNC_3">>},{<<"width">>,109},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLASS_SYNC_DATE_4">>},{<<"width">>,159.6},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLASS_SYNC_RETRIES_5">>},{<<"width">>,145},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLASS_REFRESH_DATE_6">>},{<<"width">>,159.6},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLASS_SYNC_REQUEST_DATE_7">>},{<<"width">>,175},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLASS_ENABLER_ACTIVE_8">>},{<<"width">>,157},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLASS_MASTER_ACTIVE_9">>},{<<"width">>,151},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLASS_ENABLER_HASH_10">>},{<<"width">>,145},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLASS_MASTER_HASH_11">>},{<<"width">>,139},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLASS_STATECOUNT_12">>},{<<"width">>,133},{<<"hidden">>,false}]]}
SBS2#STORAGE.QEF;20748293;undefined;system;80432788;{viewstate,[],[]}
SBS1#ENPLA-ST-CHECK.QEF;38033405;undefined;system;110860682;{viewstate,[{<<"width">>,982},{<<"height">>,100},{<<"y">>,0},{<<"x">>,0}],[[{<<"name">>,<<"ENPLAP_ID_1">>},{<<"width">>,79},{<<"hidden">>,false}],[{<<"name">>,<<"CS_ENPLASCTID_2">>},{<<"width">>,103},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLAP_ENPLAPPID_3">>},{<<"width">>,121},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLAP_NAME_4">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLAP_DEFAULT_5">>},{<<"width">>,109},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLASCT_LANG01_6">>},{<<"width">>,115},{<<"hidden">>,false}],[{<<"name">>,<<"MIN(CS_SERVICE)_7">>},{<<"width">>,115},{<<"hidden">>,false}],[{<<"name">>,<<"MAX(CS_SERVICE)_8">>},{<<"width">>,115},{<<"hidden">>,false}],[{<<"name">>,<<"COUNT(*)_9">>},{<<"width">>,73},{<<"hidden">>,false}]]}
SBS1#BOH-RECENT-REVA.QEF;52911177;undefined;system;126939751;{viewstate,[{<<"width">>,1086},{<<"height">>,100},{<<"y">>,0},{<<"x">>,0}],[[{<<"name">>,<<"BOH_ID_1">>},{<<"width">>,61},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_PACKID_2">>},{<<"width">>,85},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_DATETIME_3">>},{<<"width">>,97},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_FILENAME_4">>},{<<"width">>,97},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_RECCOUNT_5">>},{<<"width">>,97},{<<"hidden">>,false}],[{<<"name">>,<<"Speed_6">>},{<<"width">>,55},{<<"hidden">>,false}],[{<<"name">>,<<"Duration_7">>},{<<"width">>,73},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_ESID_8">>},{<<"width">>,73},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_EXE_9">>},{<<"width">>,67},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_VERSION_10">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_JOB_11">>},{<<"width">>,67},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_HOST_12">>},{<<"width">>,73},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_THREAD_13">>},{<<"width">>,85},{<<"hidden">>,false}]]}
SBS1#ENPLASYNC-RECENT.QEF;93595475;undefined;system;122814462;{viewstate,[{<<"width">>,1334},{<<"height">>,587},{<<"y">>,260},{<<"x">>,182}],[[{<<"name">>,<<"ENPLASS_KEY_1">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLASS_ENPLAID_2">>},{<<"width">>,115},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLASS_INSYNC_3">>},{<<"width">>,109},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLASS_SYNC_DATE_4">>},{<<"width">>,159.6},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLASS_SYNC_RETRIES_5">>},{<<"width">>,145},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLASS_REFRESH_DATE_6">>},{<<"width">>,159.6},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLASS_SYNC_REQUEST_DATE_7">>},{<<"width">>,175},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLASS_ENABLER_ACTIVE_8">>},{<<"width">>,157},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLASS_MASTER_ACTIVE_9">>},{<<"width">>,151},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLASS_ENABLER_HASH_10">>},{<<"width">>,145},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLASS_MASTER_HASH_11">>},{<<"width">>,139},{<<"hidden">>,false}],[{<<"name">>,<<"ENPLASS_STATECOUNT_12">>},{<<"width">>,133},{<<"hidden">>,false}]]}
SBS1#BIH-RECENT-ALL-SBS2.QEF;133561288;undefined;system;64523379;{viewstate,[{<<"width">>,1030},{<<"height">>,100},{<<"y">>,0},{<<"x">>,0}],[[{<<"name">>,<<"BIH_ID_1">>},{<<"width">>,61},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_SRCTYPE_2">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_MAPID_3">>},{<<"width">>,79},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_FILESEQ_4">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_DATETIME_5">>},{<<"width">>,97},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_FILENAME_6">>},{<<"width">>,97},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_RECCOUNT_7">>},{<<"width">>,97},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_ESID_8">>},{<<"width">>,73},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_DATEFC_9">>},{<<"width">>,85},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_DATELC_10">>},{<<"width">>,85},{<<"hidden">>,false}],[{<<"name">>,<<"Speed_11">>},{<<"width">>,55},{<<"hidden">>,false}],[{<<"name">>,<<"Delay_12">>},{<<"width">>,55},{<<"hidden">>,false}]]}
Views.sql;118607586;undefined;system;38451083;{viewstate,[],[]}
SBS1#NUMBERRANGECHECK.QEF;17571767;undefined;system;87868267;{viewstate,[{<<"width">>,466},{<<"height">>,100},{<<"y">>,0},{<<"x">>,0}],[[{<<"name">>,<<"SUBSTR(BD_IMSI,1,5)_1">>},{<<"width">>,139},{<<"hidden">>,false}],[{<<"name">>,<<"SUBSTR(BD_MSISDN_B,1,5)_2">>},{<<"width">>,163},{<<"hidden">>,false}],[{<<"name">>,<<"COUNT(BD_IMSI)_3">>},{<<"width">>,109},{<<"hidden">>,false}]]}
SBS0#WARNING-SSD-CACHE-SICACHE.QEF;80586863;undefined;system;22780214;{viewstate,[{<<"width">>,875},{<<"height">>,100},{<<"y">>,0},{<<"x">>,0}],[[{<<"name">>,<<"W_ERRORTIME_1">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"W_TOPIC_2">>},{<<"width">>,67},{<<"hidden">>,false}],[{<<"name">>,<<"W_MESSAGE_3">>},{<<"width">>,79},{<<"hidden">>,false}],[{<<"name">>,<<"W_SHORTID_4">>},{<<"width">>,79},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_MSISDN_5">>},{<<"width">>,85},{<<"hidden">>,false}],[{<<"name">>,<<"SIS_MSISDN_INFO(SUBSTR(W_MESSAGE,23,11))_6">>},{<<"width">>,265},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_PAYMENT_METHOD_7">>},{<<"width">>,133},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_STATUS_8">>},{<<"width">>,85},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_STYPE_9">>},{<<"width">>,79},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_DUOCARD_10">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_DUAL_MSISDN_11">>},{<<"width">>,115},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_DUAL_IMSI_12">>},{<<"width">>,103},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_ENTRY_DATE_13">>},{<<"width">>,109},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_VALID_DATE_14">>},{<<"width">>,109},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_TRANSFER_DATE_15">>},{<<"width">>,127},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_CHANGE_DATE_16">>},{<<"width">>,115},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_SYNC_DATE_17">>},{<<"width">>,103},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_ESID_18">>},{<<"width">>,73},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_PAYMENT_TYPE_19">>},{<<"width">>,121},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_USER_LANGUAGE_20">>},{<<"width">>,127},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_BIRTHDATE_21">>},{<<"width">>,103},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_MAIN_SEGMENT_22">>},{<<"width">>,121},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_BIRTHDATE_STATUS_23">>},{<<"width">>,145},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_BARRING_STATE_24">>},{<<"width">>,127},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_CUSTOMER_ID_25">>},{<<"width">>,115},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_COMPANY_ID_26">>},{<<"width">>,109},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_TOP_LEVEL_COMPANY_ID_27">>},{<<"width">>,169},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_FINE_SEGMENT_28">>},{<<"width">>,121},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_SERVICE_NUMBER_29">>},{<<"width">>,133},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_BRAND_30">>},{<<"width">>,79},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_MODEL_31">>},{<<"width">>,79},{<<"hidden">>,false}],[{<<"name">>,<<"SIC_REFRESH_TYPE_32">>},{<<"width">>,121},{<<"hidden">>,false}]]}
SBS0#ENPLASYNC-RECENT-MI.QEF;128063129;undefined;system;60688669;{viewstate,[{<<"width">>,863},{<<"height">>,546},{<<"y">>,80},{<<"x">>,34}],[[{<<"name">>,<<"ENPLASS_ENPLAID_1">>},{<<"width">>,114},{<<"hidden">>,false}],[{<<"name">>,<<"TRUNC(ENPLASS_SYNC_DATE,'MI')_2">>},{<<"width">>,198},{<<"hidden">>,false}],[{<<"name">>,<<"COUNT(*)_3">>},{<<"width">>,73},{<<"hidden">>,false}],[{<<"name">>,<<"ROUND(COUNT(*)/60,2)_4">>},{<<"width">>,144},{<<"hidden">>,false}]]}
SBS2#ASCII-INDEX-ALL.QEF;122925574;undefined;system;82398113;{viewstate,[],[]}
SBS0#WARNING-RECENT-BULKIMPORT.QEF;114662215;undefined;system;118385857;{viewstate,[{<<"width">>,906},{<<"height">>,100},{<<"y">>,0},{<<"x">>,0}],[[{<<"name">>,<<"W_ERRORTIME_1">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"W_APPLIC_2">>},{<<"width">>,73},{<<"hidden">>,false}],[{<<"name">>,<<"W_PROCEDURE_3">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"W_TOPIC_4">>},{<<"width">>,67},{<<"hidden">>,false}],[{<<"name">>,<<"W_MESSAGE_5">>},{<<"width">>,79},{<<"hidden">>,false}],[{<<"name">>,<<"W_SHORTID_6">>},{<<"width">>,79},{<<"hidden">>,false}],[{<<"name">>,<<"W_BIHID_7">>},{<<"width">>,67},{<<"hidden">>,false}],[{<<"name">>,<<"W_BOHID_8">>},{<<"width">>,67},{<<"hidden">>,false}],[{<<"name">>,<<"W_BDID_9">>},{<<"width">>,61},{<<"hidden">>,false}],[{<<"name">>,<<"SUBSTR(W_MESSAGE,-13,11)_10">>},{<<"width">>,169},{<<"hidden">>,false}]]}
SBS1#STA-STAT-EXECUTION.QEF;129784132;undefined;system;126902294;{viewstate,[{<<"width">>,1224},{<<"height">>,700},{<<"y">>,0},{<<"x">>,0}],[[{<<"name">>,<<"STAJ_PACID_1">>},{<<"width">>,85},{<<"hidden">>,false}],[{<<"name">>,<<"STAJ_ID_2">>},{<<"width">>,84},{<<"hidden">>,false}],[{<<"name">>,<<"STAJ_DATESTA_3">>},{<<"width">>,159.6},{<<"hidden">>,false}],[{<<"name">>,<<"24*3600*(STAJ_DATESTA-TO_DATE(SUBSTR(STAJ_SYSINFO,INSTR(STAJ_SYSINFO,'PROCESSINGSTARTEDAT')+22,19),'DD.MM.YYYYHH24:MI:SS'))_4">>},{<<"width">>,763},{<<"hidden">>,false}],[{<<"name">>,<<"Duration_5">>},{<<"width">>,75.6},{<<"hidden">>,false}]]}
SBS1#BIH-RECENT-SMSC.QEF;87768532;undefined;system;57986030;{viewstate,[{<<"width">>,1350},{<<"height">>,325},{<<"y">>,428},{<<"x">>,199}],[[{<<"name">>,<<"BIH_ID_1">>},{<<"width">>,84},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_SRCTYPE_2">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_DATETIME_3">>},{<<"width">>,159.6},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_FILENAME_4">>},{<<"width">>,218.4},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_RECCOUNT_5">>},{<<"width">>,97},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_ERRCOUNT_6">>},{<<"width">>,97},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_ESID_7">>},{<<"width">>,73},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_DATEFC_8">>},{<<"width">>,159.6},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_DATELC_9">>},{<<"width">>,159.6},{<<"hidden">>,false}],[{<<"name">>,<<"Speed_10">>},{<<"width">>,142.8},{<<"hidden">>,false}],[{<<"name">>,<<"Delay_11">>},{<<"width">>,75.6},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_MAPID_12">>},{<<"width">>,79},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_HOST_13">>},{<<"width">>,126},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_EXE_14">>},{<<"width">>,151.2},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_VERSION_15">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_THREAD_16">>},{<<"width">>,100.8},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_JOB_17">>},{<<"width">>,67},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_START_18">>},{<<"width">>,159.6},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_END_19">>},{<<"width">>,159.6},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_HIHID_20">>},{<<"width">>,84},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_DATEANALYZED_21">>},{<<"width">>,121},{<<"hidden">>,false}]]}
SBS2#BOH-RECENT-SMS-INDEX.QEF;3382639;undefined;system;37569226;{viewstate,[],[]}
SBS1#BIH-RECENT-MVP.QEF;76780951;undefined;system;26286373;{viewstate,[{<<"width">>,1422},{<<"height">>,100},{<<"y">>,0},{<<"x">>,0}],[[{<<"name">>,<<"BIH_ID_1">>},{<<"width">>,61},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_SRCTYPE_2">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_MAPID_3">>},{<<"width">>,79},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_FILESEQ_4">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_DATETIME_5">>},{<<"width">>,97},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_FILENAME_6">>},{<<"width">>,97},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_RECCOUNT_7">>},{<<"width">>,97},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_ESID_8">>},{<<"width">>,73},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_DATEFC_9">>},{<<"width">>,85},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_DATELC_10">>},{<<"width">>,85},{<<"hidden">>,false}],[{<<"name">>,<<"Speed_11">>},{<<"width">>,55},{<<"hidden">>,false}],[{<<"name">>,<<"Delay_12">>},{<<"width">>,55},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_HIHID_13">>},{<<"width">>,79},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_REVASID_14">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_DATEANALYZED_15">>},{<<"width">>,121},{<<"hidden">>,false}],[{<<"name">>,<<"BIH_ERRCOUNT_16">>},{<<"width">>,97},{<<"hidden">>,false}]]}
SBS1#DB-JOBS.QEF;25665028;undefined;system;46381190;{viewstate,[{<<"width">>,700},{<<"height">>,100},{<<"y">>,0},{<<"x">>,0}],[[{<<"name">>,<<"WHAT_1">>},{<<"width">>,49},{<<"hidden">>,false}],[{<<"name">>,<<"JOB_2">>},{<<"width">>,43},{<<"hidden">>,false}],[{<<"name">>,<<"SCHEMA_USER_3">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"LAST_DATE_4">>},{<<"width">>,79},{<<"hidden">>,false}],[{<<"name">>,<<"THIS_DATE_5">>},{<<"width">>,79},{<<"hidden">>,false}],[{<<"name">>,<<"NEXT_DATE_6">>},{<<"width">>,79},{<<"hidden">>,false}],[{<<"name">>,<<"TOTAL_TIME_7">>},{<<"width">>,85},{<<"hidden">>,false}],[{<<"name">>,<<"BROKEN_8">>},{<<"width">>,61},{<<"hidden">>,false}],[{<<"name">>,<<"FAILURES_9">>},{<<"width">>,73},{<<"hidden">>,false}]]}
SBS1#BOH-RECENT_TORA.QEF;6105321;undefined;system;114597474;{viewstate,[{<<"width">>,1745},{<<"height">>,700},{<<"y">>,0},{<<"x">>,0}],[[{<<"name">>,<<"BOH_ID_1">>},{<<"width">>,84},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_PACKID_2">>},{<<"width">>,85},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_DATETIME_3">>},{<<"width">>,159.6},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_FILENAME_4">>},{<<"width">>,445.2},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_RECCOUNT_5">>},{<<"width">>,97},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_ERRCOUNT_6">>},{<<"width">>,97},{<<"hidden">>,false}],[{<<"name">>,<<"Speed_7">>},{<<"width">>,55},{<<"hidden">>,false}],[{<<"name">>,<<"Duration_8">>},{<<"width">>,73},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_ESID_9">>},{<<"width">>,73},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_DATEFC_10">>},{<<"width">>,85},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_DATELC_11">>},{<<"width">>,85},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_EXE_12">>},{<<"width">>,151.2},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_VERSION_13">>},{<<"width">>,91},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_JOB_14">>},{<<"width">>,67},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_HOST_15">>},{<<"width">>,126},{<<"hidden">>,false}],[{<<"name">>,<<"BOH_THREAD_16">>},{<<"width">>,134.4},{<<"hidden">>,false}]]}
